194	0	Boyer KK
194	1	Hult GTA
195	0	Da Silveira GJC
196	0	Gunasekaran A
197	0	Gunasekaran A
197	1	Ngai EWT
198	0	Krajewski L
198	1	Wei JC
198	2	Tang LL
199	0	Christensen WJ
199	1	Germain R
199	2	Birou L
200	0	Weng ZK
200	1	Parlar M
201	0	Mukhopadhyay SK
201	1	Setoputro R
202	0	Holweg M
202	1	Disney SA
202	2	Hines P
202	3	Naim MM
203	0	Cao Q
203	1	Dowlatshahi S
204	0	Prasad S
204	1	Tata J
204	2	Madan M
205	0	Rungtusanatham M
205	1	Forza C
206	0	Huang GQ
206	1	Zhang XY
206	2	Liang L
207	0	Thirumalai S
207	1	Sinha KK
208	0	Su JCP
208	1	Chang YL
208	2	Ferguson M
209	0	Forza C
209	1	Salvador F
209	2	Rungtusanatham A
210	0	Blackhurst J
210	1	Wu T
210	2	O'grady P
211	0	Fixson SK
212	0	Petersen KJ
212	1	Handfield RB
212	2	Ragatz GL
213	0	Fine CH
213	1	Golany B
213	2	Naseraldin H
214	0	Verma R
214	1	Mclaughlin C
214	2	Johnston R
214	3	Youngdahl W
215	0	Olson JR
215	1	Belohlav JA
215	2	Boyer KK
216	0	Wisner PS
216	1	Stringfellow A
216	2	Youngdahl WE
216	3	Parker L
217	0	Narasimhan R
217	1	Talluri S
217	2	Sarkis J
217	3	Ross A
218	0	Voss C
218	1	Tsikriktsis N
218	2	Funk B
218	3	Yarrow D
218	4	Owen J
219	0	Thompson GM
220	0	Goldstein SM
220	1	Naor M
221	0	Chesteen S
221	1	Helgheim B
221	2	Randall T
221	3	Wardell D
222	0	Benton WC
222	1	Maloni M
223	0	Jambulingam T
223	1	Kathuria R
223	2	Doucette WR
224	0	Rungtusanatham A
224	1	Forza C
224	2	Koka BR
224	3	Salvador F
224	4	Nie W
225	0	Elango B
226	0	Lejeune MA
226	1	Yakova N
227	0	Bendoly E
228	0	Bendoly E
228	1	Donohue K
228	2	Schultz KL
229	0	Hays JM
229	1	Hill AV
230	0	Gowen CR
230	1	Mcfadden KL
230	2	Hoobler JM
230	3	Tallon WJ
231	0	Linderman K
231	1	Schroeder RG
231	2	Choo AS
232	0	Jun M
232	1	Cai S
232	2	Shin H
233	0	Fransoo JC
233	1	Wiers VCS
234	0	Mantel SP
234	1	Tatikonda MV
234	2	Liao Y
235	0	Wu DY
235	1	Katok E
236	0	Cousins PD
236	1	Handfield RB
236	2	Lawson B
236	3	Petersen KJ
237	0	Frohlich MT
237	1	Dixon JR
238	0	Kaynak H
238	1	Hartley JL
239	0	Schmenner RW
239	1	Vastag G
240	0	Samaddar S
240	1	Kadiyala S
241	0	Da Silveira GJC
242	0	Nair A
243	0	Handfield R
244	0	Papke-Shields KE
244	1	Malhotra MK
244	2	Grover V
245	0	Narasimhan R
245	1	Swink M
245	2	Kim SW
246	0	Hult GTM
246	1	Ketchen DJ
246	2	Cavusgil ST
246	3	Calantone RJ
247	0	Sawhney R
248	0	Tan CL
248	1	Vonderembse MA
249	0	Prater E
249	1	Ghosh S
250	0	Simpson NC
251	0	Swink M
251	1	Talluri S
251	2	Pandejpong T
252	0	Das A
252	1	Narasimhan R
252	2	Talluri S
253	0	Flynn BB
253	1	Saladin B
254	0	Cousins PD
254	1	Menguc B
255	0	Zhao XD
255	1	Sum CC
255	2	Qi YN
255	3	Zhang HY
255	4	Lee TS
256	0	Choi TY
256	1	Krause DR
257	0	Kaufmann L
257	1	Carter CR
258	0	Li L
258	1	Benton WC
